entrez	symbol	pubmed_id	type	primary_site	cancer_type	method
2322	FLT3	27063598	"WES-gene panel"	blood	acute_promyelocytic_leukemia	Recurrence-based
2322	FLT3	25961940	WGS-WES	blood	acute_lymphoblastic_leukemia	MutSig
2322	FLT3	23539594	"Known Cancer"	multiple	-	-
2322	FLT3	22817890	WGS	blood	acute_myeloid_leukemia	Recurrence-based
2322	FLT3	22237106	WGS	blood	acute_lymphoblastic_leukemia	Recurrence-based
2324	FLT4	14993899	"Known Cancer"	multiple	-	-
2324	FLT4	24908143	"Gene panel"	soft_tissue	soft_tissue_sarcoma	Recurrence-based
2332	FMR1	29489754	WGS-WES	multiple	pan-cancer_paediatric	MuSiC
2334	AFF2	23000897	WES	breast	breast_cancer	MuSiC
2346	FOLH1	27687306	WES	lung	lung_adenocarcinoma	InVEx
2357	FPR1	26168399	WGS	lung	small_cell_lung_cancer	Paper-specific
2475	MTOR	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
2475	MTOR	23792563	WES	kidney	clear_cell_renal_cancer	MutSig
2475	MTOR	26947078	WES	kidney	renal_cancer_(all_histologies)	"MutSig, Literature-based"
2475	MTOR	14993899	"Known Cancer"	multiple	-	-
2475	MTOR	22397650	WES	kidney	clear_cell_renal_cancer	Literature-based
2475	MTOR	24487277	WES	kidney	clear_cell_renal_cancer	Literature-based
2475	MTOR	24132290	WES	multiple	pan-cancer_adult	MuSiC
2475	MTOR	25576899	"WES-gene panel"	thyroid	anaplastic_thyroid_carcinoma	"Recurrence-based, Literature-based"
2475	MTOR	24390350	WES	multiple	pan-cancer_adult	MutSig
2475	MTOR	23619167	WES	head_and_neck	squamous_head_and_neck_cancer	Paper-specific
2475	MTOR	28352668	"WES-gene panel"	parathyroid_gland	parathyroid_carcinoma	"Recurrence-based, Literature-based"
2475	MTOR	27313181	WES	stomach	mucinous_gastric_cancer	Recurrence-based
2475	MTOR	25351205	WGS-WES	kidney	clear_cell_renal_cancer	MuSiC
2475	MTOR	24896186	WES	brain	intracranial_germ_cell	Recurrence-based
2515	ADAM2	22158541	WES	blood	chronic_lymphocytic_leukemia	Recurrence-based
2521	FUS	14993899	"Known Cancer"	multiple	-	-
2531	KDSR	14993899	"Known Cancer"	multiple	-	-
2534	FYN	26437031	"WGS-WES-Gene panel"	blood	T-cell_leukemia/lymphoma	MutSig
2534	FYN	24413734	WES	blood	peripheral_T-cell_lymphoma	Recurrence-based
2538	G6PC	27064257	WGS	hepatobiliary	pan-liver	Paper-specific
2538	G6PC	25362482	WES	hepatobiliary	hepatocellular_carcinoma	MutSig
2554	GABRA1	24120142	WES	brain	glioblastoma	"InVEx, MutSig"
2554	GABRA1	22343534	WES	blood	diffuse_large_B-cell_lymphoma	MutSig
2559	GABRA6	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
2559	GABRA6	21720365	WES	ovary	ovarian_cancer	"MutSig, MuSiC"
2559	GABRA6	24120142	WES	brain	glioblastoma	"InVEx, MutSig"
2559	GABRA6	26824661	WGS-WES	brain	pan-glioma	MutSig
2561	GABRB2	24120142	WES	brain	glioblastoma	"InVEx, MutSig"
2561	GABRB2	27009842	WES	peripheral_nervous_system	neuroblastoma	Paper-specific
2561	GABRB2	22797305	WES	kidney	rhabdoid_tumour	MutSig
2565	GABRG1	22722829	WGS	brain	medulloblastoma	MuSiC
2623	GATA1	14993899	"Known Cancer"	multiple	-	-
2623	GATA1	29489755	WGS-WES-RNAseq	multiple	pan-cancer_paediatric	"GRIN, MutSig"
2623	GATA1	23539594	"Known Cancer"	multiple	-	-
2624	GATA2	22976956	"Gene panel"	blood	acute_myeloid_leukemia	Recurrence-based
2624	GATA2	14993899	"Known Cancer"	multiple	-	-
2624	GATA2	29489755	WGS-WES-RNAseq	multiple	pan-cancer_paediatric	"GRIN, MutSig"
2624	GATA2	26457647	"WES-gene panel"	blood	juvenile_myelomonocytic_leukemia	"Paper-specific, Literature-based"
2624	GATA2	23539594	"Known Cancer"	multiple	-	-
2624	GATA2	26939876	"Gene panel"	breast	triple_negative_breast_cancer	"Recurrence-based, Paper-specific"
2624	GATA2	21399634	WES	blood	acute_monocytic_leukemia	Recurrence-based
2625	GATA3	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
2625	GATA3	22722202	WES	breast	breast_cancer	MutSig
2625	GATA3	23000897	WES	breast	breast_cancer	MuSiC
2625	GATA3	26451490	WES	breast	breast_cancer	MutSig
2625	GATA3	14993899	"Known Cancer"	multiple	-	-
2625	GATA3	24132290	WES	multiple	pan-cancer_adult	MuSiC
2625	GATA3	26437031	"WGS-WES-Gene panel"	blood	T-cell_leukemia/lymphoma	MutSig
2625	GATA3	24390350	WES	multiple	pan-cancer_adult	MutSig
2625	GATA3	28027327	WES	breast	breast_cancer	MutSig
2625	GATA3	29489755	WGS-WES-RNAseq	multiple	pan-cancer_paediatric	"GRIN, MutSig"
2625	GATA3	28412734	WGS	hepatobiliary	hepatocellular_carcinoma	"Recurrence-based, Literature-based"
2625	GATA3	22608084	WGS	breast	breast_cancer	Literature-based
2625	GATA3	27135926	WGS	breast	breast_cancer	Paper-specific
2625	GATA3	27161491	"Gene panel"	breast	breast_cancer	Recurrence-based
2625	GATA3	26960396	"Gene panel"	breast	male_breast_cancer	MutSig
2625	GATA3	22722201	WES	breast	breast_cancer	Greenman-based
2625	GATA3	23539594	"Known Cancer"	multiple	-	-
2625	GATA3	26939876	"Gene panel"	breast	triple_negative_breast_cancer	"Recurrence-based, Paper-specific"
2625	GATA3	26099045	WGS	breast	breast_cancer	"Recurrence-based, Literature-based"
2625	GATA3	22237106	WGS	blood	acute_lymphoblastic_leukemia	Recurrence-based
2632	GBE1	27009842	WES	peripheral_nervous_system	neuroblastoma	Paper-specific
2719	GPC3	14993899	"Known Cancer"	multiple	-	-
2735	GLI1	14993899	"Known Cancer"	multiple	-	-
2737	GLI3	20668451	"Gene panel"	lung	lung_cancer_(all_histologies)	Wood-based
2737	GLI3	24816253	WGS	stomach	gastric_adenocarcinoma	Youn-based
2737	GLI3	25855536	WES	pancreas	pancreatic_ductal_adenocarcinoma	MutSig
2765	GML	18772396	WES	brain	glioblastoma	Wood-based
2767	GNA11	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
2767	GNA11	14993899	"Known Cancer"	multiple	-	-
2767	GNA11	26683228	WGS-WES	uvea	melanoma	"Recurrence-based, Literature-based"
2767	GNA11	28810145	WES	uvea	melanoma	MutSig
2767	GNA11	23539594	"Known Cancer"	multiple	-	-
2768	GNA12	26258846	WES	hepatobiliary	biliary_tract_cancer	MutSig
2769	GNA15	21499247	WES	skin	melanoma	Paper-specific
2771	GNAI2	26091043	WES	skin	melanoma	"InVEx, MutSig"
2776	GNAQ	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
2776	GNAQ	14993899	"Known Cancer"	multiple	-	-
2776	GNAQ	26683228	WGS-WES	uvea	melanoma	"Recurrence-based, Literature-based"
2776	GNAQ	28810145	WES	uvea	melanoma	MutSig
2776	GNAQ	23539594	"Known Cancer"	multiple	-	-
2778	GNAS	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
2778	GNAS	24700472	WES	adrenal_gland	adrenocortical_adenoma	"MutSig, Recurrence-based"
2778	GNAS	18948947	"Gene panel"	lung	lung_adenocarcinoma	MuSiC
2778	GNAS	28297679	WES	hepatobiliary	cholangiocarcinoma	MutSig
2778	GNAS	14993899	"Known Cancer"	multiple	-	-
2778	GNAS	28296713	WES	skin	mucosal_melanoma	Recurrence-based
2778	GNAS	22327622	"Gene panel"	colorectal	colorectal_adenocarcinoma	Recurrence-based
2778	GNAS	26258846	WES	hepatobiliary	biliary_tract_cancer	MutSig
2778	GNAS	27135926	WGS	breast	breast_cancer	Paper-specific
2778	GNAS	22561520	WES	hepatobiliary	cholangiocarcinoma	Recurrence-based
2778	GNAS	26000489	WES	prostate	prostate_cancer	MutSig
2778	GNAS	27313181	WES	stomach	mucinous_gastric_cancer	Recurrence-based
2778	GNAS	28810144	"WES plus targeted deep resequencing"	pancreas	pancreatic_ductal_adenocarcinoma	MutSig
2778	GNAS	23539594	"Known Cancer"	multiple	-	-
2778	GNAS	25855536	WES	pancreas	pancreatic_ductal_adenocarcinoma	MutSig
2778	GNAS	22158988	WES	pancreas	pancreatic_neoplastic_cysts	Recurrence-based
2778	GNAS	26806338	"WES-gene panel"	small_intestine	ampullary_adenocarcinoma	Recurrence-based
2779	GNAT1	22158541	WES	blood	chronic_lymphocytic_leukemia	Recurrence-based
2782	GNB1	26466571	WES	blood	chronic_lymphocytic_leukemia	MutSig
2782	GNB1	24390350	WES	multiple	pan-cancer_adult	MutSig
2782	GNB1	29489755	WGS-WES-RNAseq	multiple	pan-cancer_paediatric	"GRIN, MutSig"
2805	GOT1	24390350	WES	multiple	pan-cancer_adult	MutSig
2846	LPAR4	26941397	WES	thyroid	papillary_thyroid_cancer	MutSig
2847	MCHR1	22037554	WES	stomach	gastric_adenocarcinoma	Wood-based
2854	GPR32	23000897	WES	breast	breast_cancer	MuSiC
2873	GPS1	27325650	WES	penis	penile_squamous_cancer	"IntOGen, Literature-based"
2874	GPS2	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
2874	GPS2	23000897	WES	breast	breast_cancer	MuSiC
2874	GPS2	26451490	WES	breast	breast_cancer	MutSig
2874	GPS2	24390350	WES	multiple	pan-cancer_adult	MutSig
2874	GPS2	27161491	"Gene panel"	breast	breast_cancer	Recurrence-based
2874	GPS2	22820256	WES	brain	medulloblastoma	MutSig
2880	GPX5	24120142	WES	brain	glioblastoma	"InVEx, MutSig"
2885	GRB2	21804550	WES	blood	diffuse_large_B-cell_lymphoma	Paper-specific
2889	RAPGEF1	28452984	WES	blood	chronic_myeloid_leukemia	"Recurrence-based, Literature-based"
2891	GRIA2	26451490	WES	breast	breast_cancer	MutSig
2892	GRIA3	18772397	WES	pancreas	pancreatic_ductal_adenocarcinoma	Wood-based
2899	GRIK3	22941189	WES	lung	small_cell_lung_cancer	Wood-based
2903	GRIN2A	14993899	"Known Cancer"	multiple	-	-
2903	GRIN2A	21499247	WES	skin	melanoma	Paper-specific
2903	GRIN2A	26939876	"Gene panel"	breast	triple_negative_breast_cancer	"Recurrence-based, Paper-specific"
2906	GRIN2D	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
2908	NR3C1	28452984	WES	blood	chronic_myeloid_leukemia	"Recurrence-based, Literature-based"
2909	ARHGAP35	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
2909	ARHGAP35	27158780	WES	lung	lung_cancer_(all_histologies)	MutSig
2909	ARHGAP35	28292439	WES	uterus	uterine_carcinosarcoma	MutSig
2909	ARHGAP35	26451490	WES	breast	breast_cancer	MutSig
2909	ARHGAP35	27348297	WES	uterus	endometrial_cancer	MutSig
2909	ARHGAP35	24132290	WES	multiple	pan-cancer_adult	MuSiC
2909	ARHGAP35	24390350	WES	multiple	pan-cancer_adult	MutSig
2911	GRM1	20668451	"Gene panel"	lung	lung_cancer_(all_histologies)	Wood-based
2911	GRM1	24658000	WGS	bone	chondromyxoid_fibroma	Recurrence-based
2913	GRM3	14993899	"Known Cancer"	multiple	-	-
2913	GRM3	22842228	WES	skin	melanoma	MuSiC
2913	GRM3	18772396	WES	brain	glioblastoma	Wood-based
2918	GRM8	20668451	"Gene panel"	lung	lung_cancer_(all_histologies)	Wood-based
2918	GRM8	22941189	WES	lung	small_cell_lung_cancer	Wood-based
2918	GRM8	21798893	WES	head_and_neck	squamous_head_and_neck_cancer	MutSig
2918	GRM8	22156295	WES	pancreas	pancreatic_ductal_adenocarcinoma	Recurrence-based
2956	MSH6	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
2956	MSH6	22810696	WES	colorectal	colorectal_adenocarcinoma	MutSig
2956	MSH6	14993899	"Known Cancer"	multiple	-	-
2956	MSH6	25576899	"WES-gene panel"	thyroid	anaplastic_thyroid_carcinoma	"Recurrence-based, Literature-based"
2956	MSH6	28098136	WGS-WES	head_and_neck	nasopharyngeal_carcinoma	MutSig
2956	MSH6	28452984	WES	blood	chronic_myeloid_leukemia	"Recurrence-based, Literature-based"
2956	MSH6	23539594	"Known Cancer"	multiple	-	-
2956	MSH6	27270107	WES	brain	glioblastoma	MutComFocal
2969	GTF2I	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
2969	GTF2I	24974848	WES	thymus	thymic_carcinoma	Recurrence-based
2969	GTF2I	29438696	WES	thymus	thymic_carcinoma	MutSig
2977	GUCY1A2	18772397	WES	pancreas	pancreatic_ductal_adenocarcinoma	Wood-based
2990	GUSB	24390350	WES	multiple	pan-cancer_adult	MutSig
3006	HIST1H1C	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
3006	HIST1H1C	24132290	WES	multiple	pan-cancer_adult	MuSiC
3006	HIST1H1C	28064239	WES	blood	follicular_lymphoma	MuSiC
3006	HIST1H1C	22343534	WES	blood	diffuse_large_B-cell_lymphoma	MutSig
3006	HIST1H1C	28479318	"WES-gene panel"	blood	cutaneous_DLBCL	MuSiC
3006	HIST1H1C	21796119	WES	blood	non-Hodgkin_lymphoma	Greenman-based
3006	HIST1H1C	24362818	WGS-WES	blood	follicular_lymphoma	Recurrence-based
3006	HIST1H1C	28622513	WES	hepatobiliary	hepatocellular_carcinoma	"MutSig, Recurrence-based"
3007	HIST1H1D	28064239	WES	blood	follicular_lymphoma	MuSiC
3007	HIST1H1D	24362818	WGS-WES	blood	follicular_lymphoma	Recurrence-based
3008	HIST1H1E	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
3008	HIST1H1E	28064239	WES	blood	follicular_lymphoma	MuSiC
3008	HIST1H1E	23415222	WES	blood	chronic_lymphocytic_leukemia	MutSig
3008	HIST1H1E	26466571	WES	blood	chronic_lymphocytic_leukemia	MutSig
3008	HIST1H1E	24390350	WES	multiple	pan-cancer_adult	MutSig
3008	HIST1H1E	22343534	WES	blood	diffuse_large_B-cell_lymphoma	MutSig
3008	HIST1H1E	28479318	"WES-gene panel"	blood	cutaneous_DLBCL	MuSiC
3008	HIST1H1E	24362818	WGS-WES	blood	follicular_lymphoma	Recurrence-based
3009	HIST1H1B	28064239	WES	blood	follicular_lymphoma	MuSiC
3009	HIST1H1B	26466571	WES	blood	chronic_lymphocytic_leukemia	MutSig
3009	HIST1H1B	24362818	WGS-WES	blood	follicular_lymphoma	Recurrence-based
3013	HIST1H2AD	23334668	WGS-WES	blood	acute_lymphocytic_leukemia	Recurrence-based
3017	HIST1H2BD	24132290	WES	multiple	pan-cancer_adult	MuSiC
3017	HIST1H2BD	24362818	WGS-WES	blood	follicular_lymphoma	Recurrence-based
3020	H3F3A	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
3020	H3F3A	24162739	WGS	bone	chondroblastoma	Recurrence-based
3020	H3F3A	24705254	WGS-WES	brain	diffuse_intrinsic_pontine_glioma	Recurrence-based
3020	H3F3A	24705250	WES	brain	astrocytoma	Recurrence-based
3020	H3F3A	14993899	"Known Cancer"	multiple	-	-
3020	H3F3A	29489754	WGS-WES	multiple	pan-cancer_paediatric	MuSiC
3020	H3F3A	28545165	"WES plus targeted deep resequencing"	bone	bone_giant_cell_tumour	Recurrence-based
3020	H3F3A	22286061	WES	brain	glioblastoma	Recurrence-based
3020	H3F3A	23539594	"Known Cancer"	multiple	-	-
3020	H3F3A	23583981	WGS-WES	brain	paediatric_low_grade_glioma	"MuSiC, Paper-specific"
3020	H3F3A	24880341	WES	brain	glioma	Recurrence-based
3021	H3F3B	24162739	WGS	bone	chondroblastoma	Recurrence-based
3021	H3F3B	14993899	"Known Cancer"	multiple	-	-
3066	HDAC2	29489754	WGS-WES	multiple	pan-cancer_paediatric	MuSiC
3066	HDAC2	25855536	WES	pancreas	pancreatic_ductal_adenocarcinoma	MutSig
3073	HEXA	27325650	WES	penis	penile_squamous_cancer	"IntOGen, Literature-based"
3080	CFHR2	21499247	WES	skin	melanoma	Paper-specific
3082	HGF	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
3082	HGF	24132290	WES	multiple	pan-cancer_adult	MuSiC
3084	NRG1	14993899	"Known Cancer"	multiple	-	-
3091	HIF1A	14993899	"Known Cancer"	multiple	-	-
3092	HIP1	14993899	"Known Cancer"	multiple	-	-
3096	HIVEP1	26909576	WGS	pancreas	pancreatic_cancer_(all_histologies)	"HOTNET2, OncodriveFM, MutSig"
3101	HK3	27063598	"WES-gene panel"	blood	acute_promyelocytic_leukemia	Recurrence-based
3105	HLA-A	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
3105	HLA-A	22960745	WES	lung	lung_squamous_cell_carcinoma	MutSig
3105	HLA-A	25631445	WES	head_and_neck	squamous_head_and_neck_cancer	MutSig
3105	HLA-A	21430775	WGS-WES	blood	multiple_myeloma	MutSig
3105	HLA-A	14993899	"Known Cancer"	multiple	-	-
3105	HLA-A	24390350	WES	multiple	pan-cancer_adult	MutSig
3105	HLA-A	25501392	WES	multiple	pan-cancer_adult	HOTNET2
3105	HLA-A	28098136	WGS-WES	head_and_neck	nasopharyngeal_carcinoma	MutSig
3105	HLA-A	22343534	WES	blood	diffuse_large_B-cell_lymphoma	MutSig
3105	HLA-A	28112728	WGS	cervix	cervical_cancer_(all_histologies)	MutSig
3106	HLA-B	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
3106	HLA-B	26437031	"WGS-WES-Gene panel"	blood	T-cell_leukemia/lymphoma	MutSig
3106	HLA-B	24390350	WES	multiple	pan-cancer_adult	MutSig
3106	HLA-B	25501392	WES	multiple	pan-cancer_adult	HOTNET2
3106	HLA-B	22343534	WES	blood	diffuse_large_B-cell_lymphoma	MutSig
3106	HLA-B	24390348	WES	cervix	cervical_cancer_(all_histologies)	MutSig
3106	HLA-B	28112728	WGS	cervix	cervical_cancer_(all_histologies)	MutSig
3110	MNX1	14993899	"Known Cancer"	multiple	-	-
3123	HLA-DRB1	26451490	WES	breast	breast_cancer	MutSig
3131	HLF	14993899	"Known Cancer"	multiple	-	-
3146	HMGB1	21804550	WES	blood	diffuse_large_B-cell_lymphoma	Paper-specific
3159	HMGA1	14993899	"Known Cancer"	multiple	-	-
3169	FOXA1	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
3169	FOXA1	22610119	WES	prostate	prostate_cancer	MutSig
3169	FOXA1	24476821	WES	bladder	bladder_cancer	MutSig
3169	FOXA1	26451490	WES	breast	breast_cancer	MutSig
3169	FOXA1	14993899	"Known Cancer"	multiple	-	-
3169	FOXA1	24132290	WES	multiple	pan-cancer_adult	MuSiC
3169	FOXA1	24390350	WES	multiple	pan-cancer_adult	MutSig
3169	FOXA1	27135926	WGS	breast	breast_cancer	Paper-specific
3169	FOXA1	26000489	WES	prostate	prostate_cancer	MutSig
3169	FOXA1	26544944	WGS-WES	prostate	prostate_cancer	MutSig
3169	FOXA1	26099045	WGS	breast	breast_cancer	"Recurrence-based, Literature-based"
3170	FOXA2	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
3170	FOXA2	27348297	WES	uterus	endometrial_cancer	MutSig
3170	FOXA2	24132290	WES	multiple	pan-cancer_adult	MuSiC
3172	HNF4A	27064257	WGS	hepatobiliary	pan-liver	Paper-specific
3177	SLC29A2	23143597	WES	blood	Burkitt&#39;s_lymphoma	Recurrence-based
3181	HNRNPA2B1	14993899	"Known Cancer"	multiple	-	-
3181	HNRNPA2B1	26437031	"WGS-WES-Gene panel"	blood	T-cell_leukemia/lymphoma	MutSig
3181	HNRNPA2B1	25362482	WES	hepatobiliary	hepatocellular_carcinoma	MutSig
3190	HNRNPK	23634996	WGS-WES	blood	acute_myeloid_leukemia	MuSiC
3192	HNRNPU	28064239	WES	blood	follicular_lymphoma	MuSiC
3195	TLX1	14993899	"Known Cancer"	multiple	-	-
3195	TLX1	29489755	WGS-WES-RNAseq	multiple	pan-cancer_paediatric	"GRIN, MutSig"
3204	HOXA7	23636398	WES	uterus	endometrial_cancer	MuSiC
3205	HOXA9	14993899	"Known Cancer"	multiple	-	-
3206	HOXA10	29489755	WGS-WES-RNAseq	multiple	pan-cancer_paediatric	"GRIN, MutSig"
3207	HOXA11	14993899	"Known Cancer"	multiple	-	-
3209	HOXA13	14993899	"Known Cancer"	multiple	-	-
3227	HOXC11	14993899	"Known Cancer"	multiple	-	-
3229	HOXC13	14993899	"Known Cancer"	multiple	-	-
3237	HOXD11	14993899	"Known Cancer"	multiple	-	-
3239	HOXD13	14993899	"Known Cancer"	multiple	-	-
3242	HPD	23636398	WES	uterus	endometrial_cancer	MuSiC
3265	HRAS	21798897	WES	head_and_neck	squamous_head_and_neck_cancer	Recurrence-based
3265	HRAS	26934577	WES	head_and_neck	oral_squamous_cell_carcinoma	"OncodriveFM, Youn-based"
3265	HRAS	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
3265	HRAS	22610119	WES	prostate	prostate_cancer	MutSig
3265	HRAS	24633157	"WGS-WES-Gene panel"	soft_tissue	angiosarcoma	Greenman-based
3265	HRAS	26950094	"WES-gene panel"	skin	skin_basal_cell_carcinoma	"MutSig, TumOnc"
3265	HRAS	27158780	WES	lung	lung_cancer_(all_histologies)	MutSig
3265	HRAS	25417114	WES	thyroid	papillary_thyroid_cancer	MutSig
3265	HRAS	24476821	WES	bladder	bladder_cancer	MutSig
3265	HRAS	26121087	WGS	brain	neuroblastoma	Paper-specific
3265	HRAS	28162975	WES	adrenal_gland	pheochromocytoma,_paraganglioma	MutSig
3265	HRAS	14993899	"Known Cancer"	multiple	-	-
3265	HRAS	21822268	WES	bladder	bladder_cancer	"Wood-based, Recurrence-based"
3265	HRAS	24121792	WES	bladder	bladder_cancer	Wood-based
3265	HRAS	26214590	WES	skin	melanoma	MutSig
3265	HRAS	25576899	"WES-gene panel"	thyroid	anaplastic_thyroid_carcinoma	"Recurrence-based, Literature-based"
3265	HRAS	24390350	WES	multiple	pan-cancer_adult	MutSig
3265	HRAS	25501392	WES	multiple	pan-cancer_adult	HOTNET2
3265	HRAS	27135926	WGS	breast	breast_cancer	Paper-specific
3265	HRAS	24974848	WES	thymus	thymic_carcinoma	Recurrence-based
3265	HRAS	29438696	WES	thymus	thymic_carcinoma	MutSig
3265	HRAS	28988769	WES	bladder	bladder_cancer	MutSig
3265	HRAS	27236916	"WES-gene panel"	thyroid	papillary_thyroid_cancer	Recurrence-based
3265	HRAS	21798893	WES	head_and_neck	squamous_head_and_neck_cancer	MutSig
3265	HRAS	26544944	WGS-WES	prostate	prostate_cancer	MutSig
3265	HRAS	23539594	"Known Cancer"	multiple	-	-
3265	HRAS	26625313	WES	bladder	bladder_cancer	MutSig
3280	HES1	28988769	WES	bladder	bladder_cancer	MutSig
3297	HSF1	26258846	WES	hepatobiliary	biliary_tract_cancer	MutSig
3305	HSPA1L	27149842	WES	colorectal	colorectal_adenocarcinoma	MutSig
3308	HSPA4	28296713	WES	skin	mucosal_melanoma	Recurrence-based
3320	HSP90AA1	14993899	"Known Cancer"	multiple	-	-
3326	HSP90AB1	14993899	"Known Cancer"	multiple	-	-
3326	HSP90AB1	24390350	WES	multiple	pan-cancer_adult	MutSig
3337	DNAJB1	14993899	"Known Cancer"	multiple	-	-
3339	HSPG2	27058444	WGS-WES	esophagus	esophageal_squamous_carcinoma	MutSig
3354	HTR1E	22484628	WES	stomach	gastric_adenocarcinoma	Recurrence-based
3371	TNC	14993899	"Known Cancer"	multiple	-	-
3371	TNC	22842228	WES	skin	melanoma	MuSiC
3394	IRF8	21796119	WES	blood	non-Hodgkin_lymphoma	Greenman-based
3399	ID3	14993899	"Known Cancer"	multiple	-	-
3399	ID3	29489754	WGS-WES	multiple	pan-cancer_paediatric	MuSiC
3399	ID3	23143597	WES	blood	Burkitt&#39;s_lymphoma	Recurrence-based
3399	ID3	23143595	WGS-WES	blood	Burkitt&#39;s_lymphoma	Recurrence-based
3417	IDH1	29625053	WES	multiple	pan-cancer_adult	PanSoftWare
3417	IDH1	22610119	WES	prostate	prostate_cancer	MutSig
3417	IDH1	21817013	WES	brain	oligodendroglioma	Recurrence-based
3417	IDH1	20399149	"Gene panel"	brain	glioblastoma	Paper-specific
3417	IDH1	24120142	WES	brain	glioblastoma	"InVEx, MutSig"
3417	IDH1	23634996	WGS-WES	blood	acute_myeloid_leukemia	MuSiC
3417	IDH1	26091043	WES	skin	melanoma	"InVEx, MutSig"
3417	IDH1	26061751	WES	brain	low_grade_glioma	MutSig
3417	IDH1	26824661	WGS-WES	brain	pan-glioma	MutSig
3417	IDH1	24185513	WES	hepatobiliary	cholangiocarcinoma	Recurrence-based
3417	IDH1	22976956	"Gene panel"	blood	acute_myeloid_leukemia	Recurrence-based
3417	IDH1	28297679	WES	hepatobiliary	cholangiocarcinoma	MutSig
3417	IDH1	14993899	"Known Cancer"	multiple	-	-
3417	IDH1	29489754	WGS-WES	multiple	pan-cancer_paediatric	MuSiC
3417	IDH1	24185509	WES	hepatobiliary	cholangiocarcinoma	Wood-based
3417	IDH1	24336570	WES	brain	low_grade_glioma	Recurrence-based
3417	IDH1	24132290	WES	multiple	pan-cancer_adult	MuSiC
3417	IDH1	26214590	WES	skin	melanoma	MutSig
3417	IDH1	24390350	WES	multiple	pan-cancer_adult	MutSig
3417	IDH1	29489755	WGS-WES-RNAseq	multiple	pan-cancer_paediatric	"GRIN, MutSig"
3417	IDH1	27063598	"WES-gene panel"	blood	acute_promyelocytic_leukemia	Recurrence-based
3417	IDH1	19657110	WGS	blood	acute_myeloid_leukemia	Paper-specific
